activite_branches|activite_branches_reduite|activite_insee_1949|activite_sgf_1936|adresse|affiliation|annee_creation|annee_disparition|annee_fusion|annuaire_1890|annuaire_1897|annuaire_1914|caran|cas_problematique|Cgpf_1930|cgpf_groupe|chgt_dpt|chgt_type|commerce_en_gros|commune|cote_dossier|cote_registre|date_creation|date_declaration|date_dissolution|departement|dissolution|duree_syndicat|effectif_creation|effectifs_evolution|effectifs_sources|fusion|id_coac|lieu_conservation_dossier|lieu_conservation_registre|nouvelles|numero|numero_syndicat|numro_synd_absorbant|observations|pk|present_01_01_1890|present_01_01_1900|present_01_01_1914|present_01_01_1920|present_01_01_1926|present_01_01_1930|present_01_01_1936|present_01_01_1937|present_théorique_01_01_1890|present_théorique_01_01_1900|present_théorique_01_01_1914|present_théorique_01_01_1920|present_théorique_01_01_1926|present_théorique_01_01_1930|present_théorique_01_01_1936|present_théorique_01_01_1937|section|theorique_sect_01_01_1884|theorique_sect_01_01_1890|theorique_sect_01_01_1900|theorique_sect_01_01_1914|theorique_sect_01_01_1920|theorique_sect_01_01_1926|theorique_sect_01_01_1930|theorique_sect_01_01_1936|theorique_sect_01_01_1937|titre_du_syndicat_modifie_1|titre_du_syndicat_modifie₂|titre_du_syndicat_originel|type_syndicat_1|type_syndicat2|zone_couverte_origine|nature_du_syndicat|titre_du_syndicat_copie|archivage|lieu_conservation_registre_copie|divers|notes|activite|activite_insee_49_00_000|cas_douteux|fichier_complement|present_theorique_01_01_1946
|Autres services|89|8A|"4 rue de la Barre (1890)
11 place Bellecour (1897)
48 passage de l'Argues
2 quai des célestins
6 rue Thomassin (1935)"||1882|||Oui|Oui|Oui|||Oui|6||||Lyon|||5/3/1882|9/2/1886||69||-1882|36|"fin juin 1882 : 45
1890 : 65
1897 : 24
1914 : 250
1935 : 350
1936 : 350"|10MpF2||||Préfecture||238|69044||"Autre dénomination : société syndicale et philanthropique des maîtres teinturiers dégraisseurs de Lyon et des environs (1890)
1897 : bureau de placement
1914 : bureau de placement ; bibliothèque ; caisse de secours"|886|||||||Oui|oui||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|Chambre syndicale lyonnaise des maîtres teinturiers dégraisseurs de l'Est et du Sud-Est (1914)||Chambre syndicale lyonnaise des maîtres teinturiers dégraisseurs de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|"
37 rue Rolland (1935)"||1882|||Oui|Oui|Oui|||Oui|2|||oui|" Belleville-sur-Saône
(1890-1914) 
Villefranche-sur-Saône (1935)"|||11/7/1882|29/6/1888||69||-1882||"1890 : 63
1897 : 90
1914 : 85
1935 : 110
1936 : 110"||||AD|Préfecture||287|69045||Dans registre préfecture déclaration datée du 19/2/1910|887|||||||Oui|oui||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|Syndicat du commerce en gros des vins et spiritueux des arrondissements de Villefranche et Mâcon (1897) |Syndicat du commerce en gros des vins et spiritueux du Beaujolais Mâconnais|Syndicat du commerce en gros des vins et spiritueux de l'arrondissement de Villefranche||syndicat professionnel|arrondissement (zones limitrophes)|||||||||||
Textile|Industrie|48|4F| ||1883|1885||Non|Non|Non||||||||Lyon|||1/4/1883||1/1/1885|69||2||1/1/1885 : 45|10MpF2|||AD||||69047||"création le 11/2/1883 selon état au 1/1/1885 (10MpF2)
Les membres ne paient pas de cotisation : chacun contribue au fur et à mesure aux dépenses communes. Pdt Vulliod
Art. 1 des statuts : “Il est formé entre les soussignés fondateurs et tous ceux qui adhéreront aux présents statuts, un syndicat pour uniformiser les prix, l'escompte, la valeur et le mode de paiement dela teinture des tissus en pièces, décroués, blancs, noirs et toutes couleurs. 
Art 2 détaille les prix décidés selon nature et qualité du tissu (photocopie à faire).
Transformation en société commerciale le 1er janvier 1885 ou début mars 1885"|888|||||||Non|non||||||||||Oui|Non|Non|Non|Non|Non|Non|Non|Non|||Chambre syndicale des teinturiers en tissus||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Banques et assurances|84|6C|10 rue de Jussieu (café delorme)||1883|||non|Non|Non||||||||Lyon|||17/5/1883|||69||-1883||1/1/1883 : 32|10MpF2|||AD|AD|||69048|||889|||||||Non|non||||||||||Oui|non|non|non|non|non|non|Non|Non|||Syndicat des courtiers d'assurances de Lyon||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Autres services|93|7|"25 quai de l'Archevêché (1883)
17 rue Ferrandière (1890)
13 rue des quatre chapeaux (1897-1935)
7 rue Gasparin (1936)"||1883|||Oui|Oui|Oui||||||||Lyon|||19/1/1883|21/7/1889||69||-1883||"1/1/1885 : 6
1890 : 13
1897 : 12
1914 : 11
1935 : 17
1936 : 17"|||||Préfecture||105|69049|||890|||||||Oui|oui||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|Chambre syndicale des défenseurs agréés de Lyon (1897)|Compagnie des conseils juridiques défenseurs de Lyon|"Chambre syndicale des “défenseurs de Lyon” (agents d'affaires)
"||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|1, place des Terreaux (1890-1935)||1883|||Oui|Oui|Oui|||Oui|2||||Lyon|||21/10/1883|31/7/1884|16/12/1998|69|Oui|-1883||"1/1/1885 : 210
1890 : 148
1897 : 100
1914 : 195
1935 : 232
1936 : 296"|||||Préfecture||123|69050||"1897 : service de contentieux ; bureau de renseignements
1914 : bureau de placement ; bulletin"|891|||||||Oui|oui||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|||Chambre syndicale de l'épicerie lyonnaise et de la banlieue||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Commerce|76|6A|60 rue de l'Hôtel de ville (1935)||1883|||Non|Non|Non|||Oui|3||||Lyon|||17/1/1883|||69||-1883||"1897 : 20
1935 : 40
1936 : 10"|||||Préfecture||198|69051||dissoute en 1889 et réorganisée en 1895 (10 MpF1)  : déclaration, 31/1/1895 Etat 1/1/1936 : ne manifeste aucune activité|892|||||||Oui|oui||||||||||Oui|non|Oui|Oui|Oui|Oui|Oui|oui|Oui|||Chambre syndicale des négociants en papiers peints et tentures murales de Lyon et du Sud-Est||syndicat professionnel|inter départements|||||||||||
Textile|Industrie|47|4F|60 rue Grande||1883|1885||non|non|Non||||||||Tarare|||11/2/1883|1/3/1885|31/12/1885|69|Oui|2|15||10 MpF2|||AD||||69052||"FS avril 1883 : “Cette société doit s'occuper   aussi des renseignements commerciaux. Elle pourra plus tard si les ressources le lui permettent s'occuper du contentieux concernant ses membres. Elle serait libre échangiste. Fait opposition à ceux autres qui professent des idées contraires. 
Pdt en 1884 : Victor Godde"|893||||Non|Non|Non|Non|non||||||||||Oui|non|non|Non|Non|Non|Non|Non|non|||Association de la fabrique de Tarare (mousseline)|industriel|syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|"Brasserie de la Bourse (provisoire à la création)
43 rue de la Bonne"||1884|1888||Non|Non|Non||||||||Lyon|10 Mp F 69, 72||1/12/1884|16/1/1885|15/2/1888|69|Oui|4||1/1/1885 : 30||||AD||||69053||"Chambre syndicale issue de la corporation  des marchands de comestible de la ville de Lyon. Décision prise lors de l'AG du 22/12/1884
dissous le 15/2/1888 (état au 20/3/1888, 10MpF 2)"|894|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|Non|Non|||Chambre syndicale des marchands de comestible de la ville de Lyon||syndicat professionnel|commune (zones limitrophes)|||||||||||
Imprimerie, presse|Industrie|55|4E|1 place des Jacobin (1887)||1884|1887||Non|Non|Non||||||||Lyon|||5/6/1884|21/6/1884||69||3|17|1/1/1885 : 18||||AD||||69054||"Cesse de fonctionner à partir de mars 1887
Fiche sign janvier 1885 : la chambre subsiste parce que “l'intérêt de ses adhérents est engagé dans la lutte qu'ils ont à soutenir contre les photographes ambulants. Elle a été formée spontanément dans le but d'obtenir de la municipalité d'empêcher un sieur Prouzet de rester sur le cours du Midi et depuis cette époque elle a continué à fonctionné. Le produit des cotisations est dépensé au fur et à mesure”.
F S de décembre 1888 : “ce syndicat a fonctionné jusqu'en mars 1887 mais à partir de cette époque ses membre ont cessé de se réunir, estimant qu'il était inutile pour eux de maintenir ce syndicat. Aucun actif en caisse.” Dernier pdt Bernoud, 8 rue des archers, qui n'exerce plus la profession. "|895|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|Non|Non|||Chambre syndicale et syndicat lyonnais de la photographie||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|"chemin de Saint-Just à Saint-Simon (1890)
137 avenue de Saxe (1897)
115 rue de la Pyramide"||1884|||Oui|Non|Non||||||||Lyon|||25/8/1884|24/9/1884||69||-1884||1890 : 190||||AD||||69056||"1897: date de création indiquée 1855.
10 Mp F 1 : il est dit avoir commencé à fonctionner à partir d'octobre 1884
Parfois désignée comme chambre syndicale
ATTENTION : Une société des patrons charcutiers a été constituée en 1884 qui a été considérée comme un syndicat patronal jusqu'en 1890 mais qui n'était en fait qu'une société civile dont l'objet principal est de pourvoir aux funérailles de ses membres.
"|896|||||||Non|non|||||||||||Oui|non|Non|non|non|non|Non|Non|||Syndicat professionnel des patrons charcutiers de la ville de Lyon||syndicat professionnel|commune (zones limitrophes)|||||||||||
Textile|Industrie|47|4F|"18 rue Neuve ( 1890-1903)
1 rue du Bât-d'Argent (1914)"||1884|||Oui|Oui|Oui||||||||Lyon|||27/4/1884|13/6/1884||69||-1884||"1/1/1885 : 40
1/1/1890 : 61
1897 : 60
1914 : 54"|10MpF2|||AD|AD|||69057||"1890 : publication du ""Moniteur du tissage mécanique des soieries""
1914 : plus de publication"|897|||||||Non|non|||||||||||Oui|Oui|Oui|||Non|Non|Non|Chambre syndicale du tissage mécanique|Groupement patronal lyonnais (Syndicat du tisssage mécanique des soieries) (1914)|Association générale des patrons tisseurs de soieries||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|"chemin de Saint-Just à Saint-Simon (1890)
75 rue du Bourbonnais (1914)
marché de la Mouche (1935)"||1884|||Oui|Non|Oui|||Oui|1||||Lyon||||||69||-1884||"1/1/1890 : 35
1914 : 175
1935 : 29
1936 : 30"|||||Préfecture||34|69058||"Création en avril 1884 selon état au 1/1/1885 (10 MpF2).
Annuaire 1914 : création en 1897
état au 1/1/1936 : création 25/11/1897 
Dépôt des statuts à la mairie le 20/5/1884"|898|||||||Oui|oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|||Chambre syndicale des négociants et commissionnaires en bestiaux de Lyon||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Autres services|91|7|"4 rue Saint-Pierre
6 rue de l'Hôpital (1897-1914)
6 Passage Ménestrier (1935)"||1884|||Non|Oui|Oui||||||||Lyon|||4/8/1884|14/9/1884||69||-1884||"1/1/1885 : 74
1897 : 135
1914 : 478
1935 : 600
1936 : 625"|||||Préfecture||176|69059|||899|||||||Oui|oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|||Syndicat de l'Association des médecins du Rhône ||syndicat professionnel|département|||||||||||
Agroalimentaire|Industrie|40|4B|"7 quai Tilsitt (1890-1897)
1 rue du Bât-d'Argent (1914)
26 place Tolozan (1935)"||1884|||Oui|Oui|Oui|||Oui|1||||Lyon|||14/6/1884|11/9/1885||69||-1884||"1/1/1885 : 63
1890 : 60
1897 : 62
1914 : 62
1935 : 70
1936 : 60"||||AD|Préfecture||188|69060||Dite aussi chambre syndicale de la meunerie du Rhône et des départements voisins.|900|||||||Oui|oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|Chambre syndicale de la meunerie du Rhône et de la région lyonnaise||chambre syndicale de la meunerie de Lyon et des départements voisins||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Autres services|91|7|"9 rue Belfort (1890-1897)
7 rue Pierre Blanc (1914)
5 rue Servient (1935)"||1884|||Oui|Oui|Oui||||||||Lyon|||8/11/1884|2/3/1885||69||-1884||"1/1/1885 : 80
1/1/1890 : 126
1897 : 130
1914 : 270
1935 : 305
1936 : 325"|||||Préfecture||208|69061||"1897 : Bibliothèque
1914 : bureau de placement ; bibliothèque"|901|||||||Oui|oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|||Syndicat des pharmaciens de Lyon et du Rhône||syndicat professionnel|département|||||||||||
Agroalimentaire|Industrie|41|4B|"ancienne marie, rue du château (1890-1914)
Rue Pêcherie (1935)"||1884|||Oui|Oui|Oui||||||||Tarare|||2/12/1884|1/1/1885||69||-1884||"1890 : 35
1897 : 30
1914 : 21
1935 : 28
1936 : 36"|||||Préfecture||269|69062|||902|||||||Oui|oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|||Chambre syndicale de la boulangerie de Tarare||syndicat professionnel|commune (zones limitrophes)|||||||||||
||01|01|"7 rue de la République (1890-1897)
24-26 place Tolozan (1936)"||1885|||Oui|Oui|Oui|||Oui|25||||Lyon|||9/6/1885|22/3/1886||69||-1885||"1890 : 22 synd
1897 : 21 synd
1935 : 68 synd
1936 : ?"|||||Préfecture||695|69063||"Union de syndicat de patrons
Cinquantenaire fêté en 1936"|903|||||||Oui|oui|||||||||Non||Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|||Union des chambres syndicales lyonnaises|Union|Fédération/Union (dpt. région)|commune (zones limitrophes)|||||"union entre 15 syndicats professionnels dont le but est, entre autres, de concourir aux élections du Tribunal et de la Chambre de commerce.
en 1893 les 20 membres sont :
"||||||
|Commerce|69|6A|"Palais Saint-Pierre (1890)
42 rue Pierre Corneille (1914)"||1885|||Oui|Oui|Oui||||||||Lyon|||15/2/1885|15/1/1886||69||-1885||"1890 : 155
1914 : 135
1935 : 270"||||AD|Préfecture||146|69064||Le 1er décembre 1945 demander aux intéressés de rappeler le n°|904|||||||Oui|oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|Oui|Syndicat des producteurs horticoles de la région lyonnaise||Syndicat des horticulteurs de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)||||||||69164|||
Textile|Industrie|48|4F|"8 rue Jean-Baptiste Say (1890)
33 rue Denfert-Rochereau (1897)"||1886|?||Oui|Oui|Non||||||||Lyon|||30/6/1886|30/6/1886||69|Oui|?||"20/3/1888: 23
1890 : 24
déb 1894 : 22
fin 1894 : 12
1897 : 12
1899 : 6"||||AD||||69065||"Objectif était notamment de maintenir les tarifs. 
Ne fonctionne plus depuis 1889 “pour cause de dissentiments survenus entre les sociétaires, qq 1 d'entre eux ayant pris du travail au rabais”. Mais on espère un nouveau départ. 
Réorganisation en avril 1893
1899 : fonctionne péniblement
Autre dénomination rencontrée : Syndicat professionnel des patrons tullistes chaîneurs (1890)
"|905|||||||Non|non|||||||||||Oui|Oui|Non|Non|Non|Non|Non|Non|||Groupe syndical des patrons tullistes chaineurs||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|4 rue Lanterne (1890)||1886|1895||Oui|Non|Non||||||||Lyon|||13/11/1886|13/11/1886||69|Oui|9||"1888 : 60
1890 : 60
fin 1892 : 70"||||AD||||69066||"1891 : fonctionne difficilement
FS décembre 1892 : son fonctionnement a toujours été difficile mais depuis l'année dernière il a encore périclité.
Considéré comme dissous en 1895 (plus d'activité)
1896 : N'a pas eu de réunion depuis 3 ans. "|906|||||||Non|non|||||||||||Oui|Non|Non|Non|Non|Non|Non|Non|||Syndicat des entrepreneurs poêliers et fumistes de la ville de Lyon||syndicat professionnel|commune (zones limitrophes)|||||||||||
Textile|Industrie|47|4F|"4 place Sathonay, café de la Place (1890)
9 rue du Jardin des  plantes (1897)
161 boulevard de la Croix-Rousse (1914)"||1886|||Oui|Oui|Oui||||||||Lyon|||1/9/1886|3/9/1886||69||-1886||"20/3/1888 : 35
1890 : 37
1914 : 30"|10MpF2|||AD|AD|||69067|||907|||||||Non|non|||||||||||Oui|Oui|Oui||||Non|Non|||Syndicat professionnel des maîtres passementiers (article dorure)||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Commerce|73|6A|"46 rue des remparts d'Ainay (chez M. Pras)
5 rue Tupin (1890-1897)
25 rue Tupin (1914-1935), café du Jura
157 avenue Berthelot (1936)"||1886|||Oui|Oui|Oui|||Oui|9||||Lyon|||12/3/1886|19/5/1886||69||-1886||"1890 : 32
1897 : 30
1914 : 70
1935 : 240
1936 : 485"|||||Préfecture||64|69068|||908|||||||Oui|oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|oui|Oui|||Chambre syndicale des marchands de charbons au détail de Lyon||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|place bellecour (1930)||||||||||Oui|1|||oui|Lyon||||||69||||||||||||69069|||909||||||||||||||||||||||||Oui|||||Syndicat des grains et fourrages de Lyon et Sud-est ||syndicat professionnel|inter départements|||||Syndicat des grains et fourrages de Lyon et Sud-est place bellecour CGPF 1930||||||
Textile|Industrie|48|4F|||1887|1889||Oui|Non|Non||||||||Arbresle (L')|||1/1/1887|16/4/1887||69|Oui|2|58|"1/1/1887 : 58
20/3/1888 : 78
1890 : 94"||||AD||||69070||"Fonctionnement paraît suspendu dès 1889
art. 1 : “Elle a pour but de maintenir les salaires avec les nécessités de la vie et d'indemniser ses adhérents pour cessation de travail dans les cas prévus par les statuts. Elle peut établir des rapports industriels de tissage et même se fédérer avec d'autres corporations, selon le droit que lui donne la loi
art. 12 : Les versements (de la caisse alimentée par des versements mensuels) sont destinés à indemniser le patron par suite du refus du fabricant de fournir du travail au prix du tarif.” Mais seulement si l'arrêt de travail supérieur à 3 jours.
Fonctionnement semble suspendu dès 1888."|910|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|Non|Non|||Chambre syndicale des Patrons traitant l'article : “velours et peluches” de l'Arbresles||syndicat professionnel|commune (zones limitrophes)|||||||||||
Textile|Industrie|48|4F|"21 place Tolozan (1890)
10 quai Saint-Clair (1893)"||1887|1896||Oui|Non|Non||||||||Lyon|||25/10/1887|12/11/1887|30/6/1896|69|Oui|9||"20/3/1888 : 5
1/1/1890 : 5
fin 1894 : 4"||||AD||||69071||"FS 29/12/1888, But du syndicat : unification des prix, de l'escompte, de l'échéance et du mode de paiement des façons des différents genres de moirés sur étoffes. 
FS non datée (1891 ?) : syndicat constitué des 5 principales maisons de moirage. “Dès la première séance le syndicat a élaboré un prix-courant qui a été envoyé par chacune des maisons syndiquées à sa clientèle. Il n'y a pas d'actifs proprement dit chaque maison envoie au siège un double de ses factures sur lesquels (sic) il est fait un certain prélèvement qui sert à solder les frais généraux, le reliquat étant tous les six mois réparti entre les adhérents ou employé à tel usage que décide le conseil d'adm°. Ce syndicat fonctionne bien et représente presque totalement l'industrie locale du moirage des étoffes”.
Ne comptant que 4 membres a l'intention de se dissoudre durant l'année 1896

autre date de création : 1/1/1887
Présence des statuts d'une liste du bureau avec état civil."|911|||||||Non|non|||||||||||Oui|Non|Non|Non|Non|Non|Non|Non|||Syndicat des patrons moireurs d'étoffes||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|72|6B|"12 boulevard des Brotteaux (café Piolat)
Hôtel de l'Ain, boulevard des Brotteaux (1897)
12 boulevard du Nord (1914)"||1887|1932||Oui|Oui|Oui||||||||Lyon|||16/6/1887|29/11/1887||69||45||"1890 : 40
1897 : 30
1914 : 29"||Oui||AD|AD|||69072|35|"Ne fonctionne plus en 1890 (et peut être dès 1889).
Reconstituée en 1893  Enregistrée comme une nouvelle création(création : 25/9/1893 et déclaration : 25/11/1893).
1914 : bibliothèque
Fusion en 1932 avec le Syndicat général du lyonnais des marchands de beurre, oeufs et volailles (n° 35)
"|912|||||||Non|non|||||||||||Oui|Oui|Oui|Non|Non|Non|Non|Non|Chambre syndicale des coquetiers approvisionneurs de Lyon et de la banlieue lyonnaise (1914)||Chambre syndicale des marchands coquetiers des marchés découverts de Lyon ||syndicat professionnel|commune (zones limitrophes)|||||||||||
Verre, céramique, mat. de construc.|Industrie|30|4R|21 rue Duhamel (1887-1890)||1887|1892||Oui|Non|Non||||||||Lyon|||5/12/1887|9/12/1887||69||5|10|1890 : 12||||AD||||69073||"Rapport commissaire spécial  26/1/1891 : les maîtres verriers de Lyon et de la région ont “résolu de se concerter pour établir, à l'égard de la clientèle, un prix de vente uniforme de leurs produits, et éviter ainsi que les Maisons ne se fassent mutuellement uen concurrence préjudiciable aux intérêts de l'industrie.
Ils se réuniront à cet effet cette semaine et feront prodéder à l'inventaire des marchandises existant actuellement dans chaque usine.”
Fermeture des usines pendant l'inventaire a donné lieu à des mouvements sociaux.
A été dissous au début de 1892.
Désignée aussi comme Association des maîtres verriers du Rhône et de la Loire (A - 1890)"|913|||||||Non|non|||||||||||Oui|Non|Non|Non|Non|Non|Non|Non|||Chambre syndicale des maîtres verriers du Rhône et de la Loire||syndicat professionnel|inter départements|||||||||||
Agroalimentaire|Industrie|41|4B|"121 rue nationale (1890-1914)
9 rue d'Anse (1936)"||1887|||Oui|Oui|Oui||||||||Villefranche-sur-Saône|||9/5/1887|12/5/1887||69||-1887||"20/3/1888 : 37
1890 : 38
1897 : 28
1914 : 30
1935 : 25
1936 : 25"|10MpF2|||AD|Préfecture|||69074||"1890 : bureau de placement
Sur la liste de 1935 ou 1936 : création 1/7/1887 et déclaration 15/7/1887"|914|||||||Oui|oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|Oui|"Chambre syndicale de la boulangerie de la ville de Villefranche (1897)
Chambre syndicale de la boulangerie de la ville de Villefranche, de l'arrondissement et des communes des départements circonvoisins (1914)"|Syndicat patronal de la boulangerie des cantons de Villefranche-sur-Saône et d'Anse (1935)|Chambre syndicale des maîtres boulangers de la ville de Villefranche||syndicat professionnel|commune (zones limitrophes)|||||||||||
